country,iso_code,indicator_name,indicator_number,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Afghanistan,AFG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.428355616,2.416653192,2.408375128,2.401896587,2.397719135,2.418932636,2.434070945,2.449417466,2.47294172,2.508260668,2.548787414,2.59991377,2.654544478,2.703517576,2.742942628,2.787788161,2.822299047,2.851686767,2.882233877
Afghanistan,AFG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,236176,244999,255015,264882,273779,285368,294997,303492,312173,322056,334412,348538,363833,379274,394172,412203,429088,445283,461518
Afghanistan,AFG,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.124313958,2.104421657,2.087782573,2.075271751,2.067866574,2.094613758,2.116347191,2.133402691,2.146395899,2.156275183,2.169342645,2.183155345,2.197818594,2.212955012,2.228702365,2.266465805,2.300479011,2.332142655,2.363156433
Afghanistan,AFG,"Population ages 65 and above, total",SP.POP.65UP.TO,490882,509839,531197,552252,571446,595225,615355,634055,654668,679477,709103,743602,780991,818110,852997,891627,927101,960879,995094
Afghanistan,AFG,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.036767399,1.034906797,1.038326698,1.04400557,1.050683108,1.051762793,1.049988558,1.051549744,1.064801468,1.093064407,1.121782336,1.16452442,1.209953552,1.243703718,1.259672955,1.255237109,1.238593513,1.218991509,1.20763093
Afghanistan,AFG,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,0.924988986,0.922187103,0.926192303,0.93483674,0.946654014,0.95464616,0.962237525,0.969497161,0.976914623,0.985541006,0.987489038,0.99307392,1.001722938,1.012363582,1.024252515,1.032226656,1.040714969,1.050733505,1.063440365
Afghanistan,AFG,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.700079453,0.689180473,0.682333707,0.680199379,0.683035042,0.6885306,0.696163042,0.705053941,0.713867429,0.722208908,0.720205686,0.71790854,0.720182874,0.732836327,0.757605603,0.786884929,0.824387674,0.862531355,0.891814674
Afghanistan,AFG,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.631143664,0.610911806,0.594369017,0.584860565,0.583548671,0.589412896,0.596722713,0.604728406,0.612635197,0.620149392,0.621425603,0.624176552,0.628943165,0.636071259,0.64573068,0.65588079,0.666545679,0.677864707,0.689697301
Afghanistan,AFG,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.423119392,0.416337095,0.409175216,0.40286842,0.398571358,0.400720984,0.40258109,0.405184849,0.409234127,0.414947485,0.418159372,0.422399784,0.427264769,0.432004655,0.436803319,0.441863513,0.444555882,0.449181611,0.460695018
Afghanistan,AFG,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.36214149,0.359359381,0.354320891,0.346912806,0.338384209,0.338640283,0.336976118,0.335455662,0.335649171,0.337739851,0.339622277,0.341412027,0.343198296,0.345257484,0.348198699,0.356282077,0.363425126,0.370218618,0.377240296
Afghanistan,AFG,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.268389372,0.276228826,0.278539507,0.274823219,0.265429628,0.277918259,0.285338256,0.287628933,0.285038696,0.278039868,0.28864002,0.295081027,0.297143283,0.294972875,0.28886075,0.303802609,0.314761978,0.320982291,0.322093255
Afghanistan,AFG,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.206039817,0.211963368,0.212900362,0.20866164,0.199279681,0.211914419,0.220410834,0.223721462,0.221196908,0.212844934,0.220805727,0.224492846,0.223954195,0.219262687,0.210520471,0.222076282,0.229793236,0.233325824,0.232778472
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,33.09589805,34.61809576,36.27251019,37.87440493,39.2952195,40.48808167,41.51048617,42.46281898,43.49295867,44.70408204,46.13150293,47.73056398,49.42803817,51.11477805,52.7120715,54.19711424,55.59599302,56.93776001,..
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.902805701,4.496719561,4.668361494,4.321539296,3.682731797,2.990478094,2.493842299,2.268277145,2.397020991,2.74657628,3.143125903,3.407586974,3.494589049,3.355581661,3.077083595,2.778317409,2.548346644,2.3847611,2.311817217
Afghanistan,AFG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.54557266,48.48802081,48.41982797,48.38077189,48.39189758,48.45887298,48.56571503,48.68486832,48.77917109,48.8247576,48.815783,48.76711165,48.70007033,48.64132431,48.60704937,48.59966761,48.61161572,48.6358467,48.66239485
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,10489236,10958666,11466237,11962961,12414591,12809158,13161569,13496554,13850754,14249753,14702051,15196503,15715313,16231996,16727437,17196083,17644266,18079105,18512029
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,11117752,11642104,12214634,12763723,13239686,13623891,13938967,14225722,14544059,14935754,15415362,15964873,16554276,17138798,17686166,18187045,18652134,19093281,19529725
Afghanistan,AFG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.45442734,51.51197919,51.58017203,51.61922811,51.60810242,51.54112702,51.43428497,51.31513168,51.22082891,51.1752424,51.184217,51.23288835,51.29992967,51.35867569,51.39295063,51.40033239,51.38838428,51.3641533,51.33760515
Afghanistan,AFG,"Population, total",SP.POP.TOTL,21606988,22600770,23680871,24726684,25654277,26433049,27100536,27722276,28394813,29185507,30117413,31161376,32269589,33370794,34413603,35383128,36296400,37172386,38041754
Albania,ALB,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,8.279436069,7.890117395,7.498561408,7.12330954,6.767828464,6.420061668,6.125753261,5.876430279,5.679038583,5.553053021,5.530691286,5.561574576,5.624693422,5.68777682,5.745320168,5.966329044,5.980640204,5.866685898,5.72939649
Albania,ALB,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,8.838730584,8.471725957,8.115803437,7.773570525,7.44406321,7.128062852,6.841293975,6.586370773,6.379224343,6.236886122,6.120188707,6.077488229,6.078619107,6.083303048,6.08295457,6.258959245,6.254882321,6.138346037,6.00169759
Albania,ALB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.66804528,28.9329781,28.14017087,27.3232048,26.50088603,25.57204146,24.71715538,23.91561799,23.1605746,22.45508261,21.47130771,20.60059106,19.85625682,19.22028239,18.66872766,18.38369645,18.02831249,17.67287372,17.3995641
Albania,ALB,"Population ages 0-14, female",SP.POP.0014.FE.IN,437040,424027,410566,396765,382313,365416,349545,334678,320921,308516,294565,282007,270867,261200,252745,248337,243452,238481,234387
Albania,ALB,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,28.95778035,28.15323795,27.2915079,26.41156914,25.53206045,24.5372302,23.64578505,22.82589485,22.05855081,21.34192231,20.4708309,19.67788982,18.98382943,18.38567573,17.87137755,17.60242224,17.27437312,16.95764654,16.72981512
Albania,ALB,"Population ages 0-14, male",SP.POP.0014.MA.IN,470917,458798,444841,430308,415759,399800,384502,370140,357079,345606,329212,315495,304001,294107,285043,280418,274603,268103,262237
Albania,ALB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,30.36330097,29.69810529,28.97530608,28.22248054,27.45907634,26.59448984,25.77503801,24.99093722,24.24727092,23.55171615,22.45268964,21.50194239,20.70484223,20.0285987,19.43755029,19.1374236,18.75539267,18.36266733,18.04572586
Albania,ALB,"Population ages 0-14, total",SP.POP.0014.TO,907894,882748,855353,827057,798071,765255,734104,704868,678030,654121,623783,597500,574857,555294,537791,528734,518036,506571,496617
Albania,ALB,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.951519997,9.646219951,9.333737694,9.012302335,8.681324051,8.367709768,8.036620091,7.6662043,7.263689808,6.857940847,6.445521743,6.097452565,5.807906825,5.568904068,5.366832315,5.243597793,5.244591861,5.35705574,5.522060238
Albania,ALB,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.52794831,10.25827955,9.968307912,9.662294449,9.34847533,9.038220704,8.721675341,8.385605854,8.032854627,7.677560893,7.245042316,6.868894615,6.532013282,6.232614064,5.973607094,5.80810691,5.757055719,5.810841365,5.916204488
Albania,ALB,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.72682428,10.6169006,10.4592088,10.27595726,10.08290793,9.749458768,9.483411695,9.283260274,9.115822417,8.930928439,8.494617874,8.018862683,7.551229179,7.128994841,6.759225069,6.392495404,6.049141053,5.7339049,5.478358395
Albania,ALB,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.99662207,10.96809978,10.89119473,10.78661557,10.6665378,10.42820628,10.2120687,10.01896059,9.835191948,9.637269135,9.08745862,8.55555955,8.094209837,7.712681586,7.380988626,7.070357445,6.743454628,6.413479926,6.127823778
Albania,ALB,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.562021428,9.751647014,9.959265826,10.13896181,10.26292729,10.033786,9.768757036,9.518772711,9.323269391,9.194913603,9.134585555,9.019362725,8.826945088,8.554133795,8.224834892,7.914235609,7.59412151,7.267744611,6.937490807
Albania,ALB,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.263147011,9.509481116,9.803529372,10.09318617,10.33747322,10.33982119,10.28221798,10.20558426,10.14317064,10.10478981,9.950685324,9.66991835,9.276280497,8.814172998,8.345135702,8.078621031,7.867511166,7.685906062,7.489100311
Albania,ALB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.01736522,63.47476974,63.97268397,64.48562462,64.9983964,65.52240419,65.96118389,66.33378604,66.6470908,66.89951198,67.51370625,68.01189803,68.37295397,68.59902531,68.70472473,68.66009247,68.64261422,68.58239036,68.39780528
Albania,ALB,"Population ages 15-64, female",SP.POP.1564.FE.IN,956115,962390,970051,977602,983308,987062,986996,984649,981423,978296,980347,981544,980634,977857,972981,969484,967394,963389,955875
Albania,ALB,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,63.35104822,63.89787247,64.48201631,65.0763469,65.6684269,66.28006298,66.76756506,67.15565511,67.45816881,67.67459966,68.1293613,68.49022141,68.72808532,68.83069375,68.79853538,68.71808961,68.64223399,68.50361188,68.22748719
Albania,ALB,"Population ages 15-64, male",SP.POP.1564.MA.IN,972297,974191,974443,974328,974111,973755,972104,970451,969706,970498,981054,991073,998814,1004033,1006194,1005250,1005023,1002443,996330
Albania,ALB,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,62.69082032,63.05965623,63.47161396,63.90292372,64.33583015,64.77373091,65.16487706,65.52253633,65.84739609,66.13575944,66.90923705,67.54467305,68.0270529,68.3743916,68.61394428,68.60428901,68.64304826,68.65843626,68.5620592
Albania,ALB,"Population ages 15-64, total",SP.POP.1564.TO,1928440,1936622,1944524,1951941,1957418,1960789,1959058,1955065,1951106,1948797,1961405,1972618,1979460,1981897,1979179,1974734,1972416,1965829,1952204
Albania,ALB,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.973318182,7.989518204,8.082422225,8.245685876,8.462733779,8.555796103,8.591484008,8.559986718,8.46160302,8.320522557,8.422644777,8.515848543,8.581961795,8.61149885,8.595782584,8.532932546,8.428078703,8.279156848,8.085760271
Albania,ALB,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.261417067,7.275973255,7.357631659,7.513398629,7.742392758,8.034010064,8.321122284,8.574549065,8.763952986,8.888279863,9.208563393,9.412560346,9.48379474,9.426973123,9.254167301,9.054515732,8.808046881,8.533985846,8.261469813
Albania,ALB,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.219911851,7.052467946,6.881198256,6.738086879,6.656024915,6.762645149,6.867094894,6.948018563,6.980370711,6.94987768,6.960501661,7.023571409,7.160555594,7.349959135,7.548545947,7.778701429,7.956066143,8.073692747,8.132785717
Albania,ALB,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.444358704,6.284903496,6.091281596,5.902813744,5.764396978,5.884172634,6.040975318,6.218822879,6.398949422,6.570069519,6.978408846,7.439708427,7.928388573,8.383833924,8.743176826,8.92762426,9.01946668,9.022212294,8.952709497
Albania,ALB,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.125970912,6.989807853,6.829292317,6.633539421,6.406747305,6.356294693,6.299317926,6.231171725,6.161750433,6.094967672,6.034227206,5.953760036,5.845779314,5.733767164,5.664351532,5.870346265,6.178154521,6.54077218,6.886434608
Albania,ALB,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.364859429,6.233101022,6.107473707,5.955628191,5.75434527,5.659505524,5.544811873,5.425473468,5.334330063,5.290262803,5.414059926,5.601369139,5.838511004,6.125691616,6.470801709,6.823442689,7.249650923,7.697279171,8.088029261
Albania,ALB,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.523308691,7.420393495,7.275514912,7.113055972,6.939052081,6.777143607,6.649029866,6.564423831,6.506389908,6.443644089,6.35059171,6.20669778,6.021865423,5.81879664,5.607130877,5.450607008,5.333027943,5.26987844,5.285306563
Albania,ALB,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.123853691,6.909691864,6.669054209,6.435370078,6.222071876,6.045865365,5.924234838,5.848425263,5.782523981,5.692601282,5.575961447,5.448677292,5.352930392,5.329479415,5.387792771,5.429948563,5.527127331,5.682604456,5.903523693
Albania,ALB,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.90686177,7.091411809,7.251019974,7.358362856,7.398580303,7.366397691,7.258261042,7.098443931,6.927578332,6.778786311,6.704252617,6.665486013,6.646412106,6.608917773,6.519067444,6.321161625,6.092546132,5.848232309,5.617101139
Albania,ALB,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,7.122908022,7.184055451,7.200790429,7.16345496,7.070732454,6.921527684,6.715957091,6.476822149,6.244692616,6.051103384,5.955716247,5.891151267,5.830226731,5.74793067,5.645088946,5.502982562,5.371573529,5.26207184,5.194012756
Albania,ALB,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.114509216,6.332283807,6.543263733,6.729366239,6.877559239,6.973843861,7.03671452,7.056376121,7.022930572,6.93193847,6.818942952,6.663903607,6.491814188,6.33600413,6.209020181,6.021292743,5.870488872,5.742738917,5.615955985
Albania,ALB,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,5.667942752,5.908257071,6.143369259,6.37148937,6.590741024,6.829429902,7.041454208,7.207296467,7.303554822,7.319812353,7.295342017,7.208378476,7.085579246,6.9683446,6.882686383,6.763431056,6.688553006,6.628302998,6.535971284
Albania,ALB,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,4.377453397,4.590515971,4.830427638,5.08349844,5.339401304,5.637932166,5.932852129,6.220862198,6.495628385,6.745497659,6.959674384,7.150734783,7.298349961,7.389770624,7.424591352,7.34172906,7.214150339,7.058462526,6.903901203
Albania,ALB,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,4.977247194,5.15264041,5.349936914,5.562333197,5.783984922,5.972492739,6.177795948,6.388083124,6.581155662,6.738479315,6.838427965,6.912918164,6.959060754,6.97346299,6.953520866,6.822898675,6.646896953,6.44140193,6.233360717
Albania,ALB,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.655468691,3.729344687,3.826718404,3.953853752,4.11510032,4.34763498,4.616184359,4.914430928,5.228272891,5.54382516,5.792593389,6.056199128,6.336863906,6.623732984,6.895159358,7.055405158,7.186721722,7.278774342,7.320058722
